0,1,3,2,1,1,1,1,4,'Greedy'
0,1,4,2,1,1,1,1,4,'Greedy'
0,0,0,0,0,0,1,0,0,'None'
0,1,2,1,0,1,1,1,4,'Greedy'
0,1,2,2,1,1,1,1,4,'Greedy'
0,1,4,1,1,1,1,1,4,'Greedy'
0,0,0,0,0,0,0,0,0,'None'
0,0,0,0,0,0,1,1,0,'None'
0,1,2,1,1,0,1,1,4,'Greedy'
0,0,0,0,0,1,1,1,0,'None'
0,1,3,1,1,0,1,1,4,'Greedy'
0,1,3,2,0,1,1,1,4,'Greedy'


0,1,1,1,0,1,0,1,3,1
0,1,1,1,0,1,1,1,3,1
0,1,2,1,0,1,0,1,3,1
1,1,3,1,0,1,1,1,3,1
0,1,3,1,0,1,0,1,3,1
0,1,2,1,0,1,1,1,3,1


0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,1,1,2,0
0,0,1,2,0,1,0,0,1,0
0,0,1,2,0,0,1,0,1,0
0,0,1,2,0,1,1,1,1,0
0,1,1,1,0,0,1,0,2,0
0,0,1,2,0,0,0,1,1,0
0,0,1,2,0,1,0,1,1,0
0,0,1,2,0,0,1,1,1,0
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,1,1,0,0,0
0,1,1,1,0,0,0,1,2,0
0,1,1,1,0,1,1,0,2,0
0,1,1,1,0,1,0,0,2,0
0,1,1,1,0,1,0,1,2,0
0,1,1,1,0,0,0,0,2,0
0,0,1,2,0,0,0,0,1,0
0,1,1,1,0,0,1,1,2,0
0,0,1,2,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0


funktioniert: Bubblesort (bzw. ähnlich), DivAndConq

von: https://de.wikipedia.org/wiki/Bubblesort

A <- [1, 4, 2, 3, 5, 0]
size <- 6
for n in 1 to size by 1 do
n <- size - 1
for i in 0 to n by 1 do
j <- i + 1
if A[i] > A[j] then
help <- A[i]
A[i] <- A[j]
A[j] <- help
endif
endfor
endfor
a <- print(A)



----

Beispiel: nicht weiter optimierbar:

von: http://www-stud.cs.uni-frankfurt.de/~lz_inf/Vorkurs/SoSe13/Material/handAsymptotik.pdf, eingeordnet als O(n)

A <- [1, 2, 3, 4, 5]
n <- 5
max <- A[0]
for i in 1 to n by 1 do
if A[i] >= max then
max <- A[i]
endif
endfor

-----

Beispiel: Programmierfehler (v.oben)
und in abgeänderter form: (range bis 10, also Fehler)

kann aber hohe Komplexität bestimmen

A <- [1, 2, 3, 4, 5]
n <- 5+1
max <- A[0]
for i in 1 to n by 1 do
if A[i] >= max then
max <- A[i]
endif
endfor

----

Beispiel: nicht korrekt klassifiziert - zum Zeigen
von Training: DynProg

a <- 0
for i in 1 to 10 by 1 do
for j in 1 to 10 by 1 do
a <- i + j
endfor
endfor

------------------------

Beispiel Branch&Bound

a <- {1, 2, 3}
b <- 0
for i in a do
for j in a do
b <- b + i + j
endfor
endfor

procedure func(a)
b <- a + 1
return func(b)
endproc
a <- func(1)


a <- {1, 2, 3}
i <- 0
repeat
b <- a + {1}
until i in {1, 2, 3}


a <- 0
for i in 1 to 10 by 1 do
for j in 1 to 10 by 1 do
a <- j
endfor
endfor




0,1,1,1,0,1,1,0,3,1
0,1,1,1,0,0,1,0,2,0
0,0,1,2,0,0,0,1,1,0
0,0,2,2,1,0,0,1,4,5
0,0,3,2,1,0,0,1,4,5
0,0,1,2,0,1,0,1,1,0
0,0,1,2,0,0,1,1,1,0
0,1,3,2,0,0,1,1,4,2
0,1,3,2,0,1,1,0,3,1
0,0,3,2,0,1,1,0,3,1
0,1,3,1,0,1,0,1,4,3
0,1,4,1,1,0,1,1,4,4
0,1,2,2,0,1,1,1,4,4
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,1,1,0,0,0
0,1,3,2,0,1,0,1,4,3
0,1,4,2,0,0,1,1,4,2
0,1,1,1,0,0,0,1,2,0
0,1,1,1,0,1,1,0,2,0
0,1,3,1,0,1,1,0,3,1
2,0,0,0,0,1,1,1,4,2
3,0,0,0,0,1,1,1,4,2
0,0,1,1,0,1,1,0,3,1
0,0,4,1,0,1,1,0,3,1
0,1,1,1,0,1,0,0,2,0
0,1,1,1,0,1,0,1,2,0
2,0,0,0,0,0,1,1,4,2
3,0,0,0,0,0,1,1,4,2
0,0,3,1,0,1,1,0,3,1
0,1,4,1,0,1,1,0,3,1
0,1,2,1,0,0,1,1,4,2
0,1,3,1,0,0,1,1,4,2
0,1,1,2,0,1,1,0,3,1
0,0,1,2,0,1,1,1,1,0
0,1,4,2,0,1,1,0,3,1
0,0,4,2,0,1,1,0,3,1
0,1,1,1,0,0,0,0,2,0
0,0,1,2,0,0,0,0,1,0
0,1,1,1,0,0,1,1,2,0
0,1,2,1,0,1,1,0,3,1
0,0,2,1,0,1,1,0,3,1
0,0,0,0,0,0,1,1,4,2
0,0,1,2,0,1,0,0,1,0
0,0,1,2,0,0,1,0,1,0
0,0,1,2,0,1,1,0,3,1
0,0,1,2,0,1,1,0,1,0
0,1,3,2,0,1,1,1,4,2
0,1,2,1,1,1,1,1,4,4
0,1,3,1,1,1,1,1,4,4
0,1,4,2,0,1,1,1,4,2
0,0,1,2,1,0,0,1,4,5
0,1,4,1,0,0,1,1,4,2
0,1,3,1,0,1,1,1,4,4
0,1,4,1,0,1,1,1,4,4
0,1,2,2,0,0,1,1,4,2
0,1,2,2,0,1,1,1,4,2
0,0,2,2,1,1,0,1,4,5
0,1,3,2,1,0,1,1,4,4
0,1,2,2,0,1,1,0,3,1
0,0,2,2,0,1,1,0,3,1
0,1,4,2,1,0,1,1,4,4
0,0,3,2,1,1,0,1,4,5
0,0,4,2,1,1,0,1,4,5
0,1,3,1,0,1,1,1,4,3
0,1,4,2,0,0,1,1,4,4
0,1,2,1,0,0,1,1,4,4
0,1,1,1,0,1,1,1,2,0
0,1,3,1,0,0,1,1,4,4
0,1,3,2,0,1,1,1,4,3
0,1,2,2,0,0,1,1,4,4
0,1,3,2,0,0,1,1,4,4
1,0,0,0,0,1,1,1,4,2
0,1,2,1,0,1,1,1,4,2
0,0,4,2,1,0,0,1,4,5
0,0,1,2,1,1,0,1,4,5
0,1,4,1,0,0,1,1,4,4
0,1,3,1,0,1,1,1,4,2
0,1,4,1,0,1,1,1,4,2
0,1,2,2,1,0,1,1,4,4
0,1,4,2,0,1,1,1,4,4
0,0,0,0,0,1,0,0,0,0
0,1,3,2,1,1,1,1,4,4
0,1,4,2,1,1,1,1,4,4
0,0,0,0,0,0,1,0,0,0
0,1,2,1,0,1,1,1,4,4
0,1,2,2,1,1,1,1,4,4
0,1,4,1,1,1,1,1,4,4
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0
0,1,2,1,1,0,1,1,4,4
0,0,0,0,0,1,1,1,0,0
0,1,3,1,1,0,1,1,4,4
0,1,3,2,0,1,1,1,4,4
